SEQN,GREF_AFR,GREF_AMR,GREF_EAS,GREF_EUR,GREF_SAS,GREF_entropy,GREF_major_superpop,GREF_LABEL
32293,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32294,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32295,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32296,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32300,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32301,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32303,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32304,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32305,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32306,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32309,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32310,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32312,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32314,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32315,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32316,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32317,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32318,0.1,0.1,0.35,0.2,0.25,1.4964159349401391,EAS,Other/Multi
32319,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32320,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32321,0.1,0.1,0.35,0.2,0.25,1.4964159349401391,EAS,Other/Multi
32324,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32325,0.1,0.5,0.05,0.35,0.0,1.094056456831614,AMR,Other Hispanic
32326,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32328,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32331,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32333,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32334,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32338,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32339,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32343,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32344,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32345,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32346,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32349,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32350,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32352,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32354,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32355,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32356,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32357,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32358,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32360,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32361,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32362,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32363,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32364,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32367,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32368,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32369,0.1,0.1,0.35,0.2,0.25,1.4964159349401391,EAS,Other/Multi
32370,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32375,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32377,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32378,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32380,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32381,0.1,0.1,0.35,0.2,0.25,1.4964159349401391,EAS,Other/Multi
32382,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32383,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32384,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32385,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32386,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32388,0.1,0.1,0.35,0.2,0.25,1.4964159349401391,EAS,Other/Multi
32389,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32390,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32391,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32393,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32394,0.1,0.1,0.35,0.2,0.25,1.4964159349401391,EAS,Other/Multi
32395,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32396,0.1,0.5,0.05,0.35,0.0,1.094056456831614,AMR,Other Hispanic
32399,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32400,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32401,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32404,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32405,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32406,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32407,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32408,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32409,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32414,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32416,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32417,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32419,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32420,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32423,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32424,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32427,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32428,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32429,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32430,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32431,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32434,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32436,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32437,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32438,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32439,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32440,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32441,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32442,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32443,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32444,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32447,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32452,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32453,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32454,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32455,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32456,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32458,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32459,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32460,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32461,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32464,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32467,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32469,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32472,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32474,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32475,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32476,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32477,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32478,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32479,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32480,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32481,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32483,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32484,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32485,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32488,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32489,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32490,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32491,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32494,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32497,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32498,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32499,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32501,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32502,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32503,0.1,0.5,0.05,0.35,0.0,1.094056456831614,AMR,Other Hispanic
32504,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32505,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32506,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32508,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32509,0.1,0.5,0.05,0.35,0.0,1.094056456831614,AMR,Other Hispanic
32511,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32513,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32514,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32515,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32516,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32517,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32518,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32519,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32520,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32521,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32522,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32523,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32526,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32527,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32530,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32532,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32534,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32537,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32538,0.1,0.1,0.35,0.2,0.25,1.4964159349401391,EAS,Other/Multi
32540,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32541,0.1,0.1,0.35,0.2,0.25,1.4964159349401391,EAS,Other/Multi
32543,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32550,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32552,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32553,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32555,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32556,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32559,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32560,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32564,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32565,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32566,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32570,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32572,0.1,0.5,0.05,0.35,0.0,1.094056456831614,AMR,Other Hispanic
32573,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32575,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32577,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32578,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32580,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32583,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32585,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32588,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32589,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32591,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32592,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32594,0.1,0.5,0.05,0.35,0.0,1.094056456831614,AMR,Other Hispanic
32596,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32597,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32599,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32600,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32601,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32602,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32603,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32604,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32605,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32606,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32609,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32610,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32613,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32614,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32616,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32619,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32620,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32621,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32622,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32623,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32624,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32625,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32626,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32627,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32629,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32630,0.1,0.1,0.35,0.2,0.25,1.4964159349401391,EAS,Other/Multi
32632,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32634,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32635,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32636,0.1,0.1,0.35,0.2,0.25,1.4964159349401391,EAS,Other/Multi
32638,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32639,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32640,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32641,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32642,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32643,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32644,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32646,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32647,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32648,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32649,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32650,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32651,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32653,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32654,0.1,0.5,0.05,0.35,0.0,1.094056456831614,AMR,Other Hispanic
32655,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32656,0.1,0.5,0.05,0.35,0.0,1.094056456831614,AMR,Other Hispanic
32657,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32660,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32661,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32662,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32666,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32668,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32670,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32671,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32673,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32676,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32677,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32680,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32681,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32684,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32685,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32686,0.1,0.1,0.35,0.2,0.25,1.4964159349401391,EAS,Other/Multi
32687,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32688,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32689,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32690,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32691,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32692,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32693,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32695,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32697,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32700,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32703,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32708,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32709,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32710,0.1,0.1,0.35,0.2,0.25,1.4964159349401391,EAS,Other/Multi
32711,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32712,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32713,0.1,0.1,0.35,0.2,0.25,1.4964159349401391,EAS,Other/Multi
32714,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32716,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32717,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32718,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32719,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32721,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32722,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32724,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32729,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32730,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32731,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32732,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32733,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32734,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32735,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32737,0.1,0.5,0.05,0.35,0.0,1.094056456831614,AMR,Other Hispanic
32738,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32739,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32741,0.1,0.1,0.35,0.2,0.25,1.4964159349401391,EAS,Other/Multi
32743,0.1,0.1,0.35,0.2,0.25,1.4964159349401391,EAS,Other/Multi
32744,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32745,0.1,0.1,0.35,0.2,0.25,1.4964159349401391,EAS,Other/Multi
32746,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32747,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32748,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32749,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32750,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32755,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32756,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32758,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32759,0.1,0.5,0.05,0.35,0.0,1.094056456831614,AMR,Other Hispanic
32760,0.1,0.5,0.05,0.35,0.0,1.094056456831614,AMR,Other Hispanic
32761,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32763,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32765,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32767,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32768,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
32771,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32773,0.05,0.85,0.0,0.1,0.0,0.5181862130502128,AMR,Mexican American
32775,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32776,0.9,0.02,0.0,0.08,0.0,0.3751232157452671,AFR,Non-Hispanic Black
32778,0.03,0.05,0.0,0.9,0.02,0.4280482747979055,EUR,Non-Hispanic White
